transaccion_id,tarjeta_id,fecha,monto,categoria,canal,ciudad,es_fraude
120,6068,2026-07-19,2510.78,Restaurantes,ATM,CDMX,false
121,5202,2026-07-17,2505.77,Gasolina,POS,Bogota,false
122,1946,2026-08-07,599.15,Gasolina,E-commerce,CDMX,false
123,304,2026-06-16,5084.63,Servicios,Recurrente,Medellin,false
124,9484,2026-07-25,773.79,Supermercado,Recurrente,Puebla,false
125,8412,2026-09-01,1630.14,Educacion,ATM,Guadalajara,false
126,5798,2026-06-16,1860.45,Retail,App movil,Puebla,false
127,9733,2026-06-29,93.04,Gasolina,E-commerce,Puebla,false
128,7915,2026-06-18,4761.82,Entretenimiento,Recurrente,Medellin,false
129,2592,2026-07-06,989.92,Retail,E-commerce,CDMX,false
130,7243,2026-07-09,1806.28,Viajes,Recurrente,Monterrey,false
131,3535,2026-07-15,480.5,Entretenimiento,E-commerce,Bogota,false
132,6943,2026-07-04,91.17,Viajes,POS,CDMX,false
133,7569,2026-08-10,1082.51,Viajes,Recurrente,Puebla,false
134,1315,2026-07-29,4765.66,Gasolina,Recurrente,Puebla,false
135,893,2026-07-19,140.15,Servicios,Recurrente,Puebla,false
136,2463,2026-07-09,1850.7,Restaurantes,App movil,Bogota,false
137,9355,2026-06-09,1416.51,Retail,ATM,CDMX,false
138,8835,2026-07-10,6716.42,Retail,ATM,Bogota,false
139,7397,2026-08-24,1831.4,Entretenimiento,Recurrente,Monterrey,false
140,8673,2026-08-19,4871.95,Servicios,POS,Monterrey,false
141,498,2026-07-05,2972.74,Educacion,Recurrente,CDMX,false
142,5027,2026-08-27,104.42,Entretenimiento,Recurrente,Guadalajara,false
143,1243,2026-08-25,4288.62,Servicios,App movil,Bogota,false
144,3323,2026-07-14,722.73,Salud,App movil,Puebla,false
145,4239,2026-06-27,334.92,Restaurantes,Recurrente,Guadalajara,false
146,9304,2026-08-01,6410.88,Retail,ATM,CDMX,false
147,8418,2026-08-27,799.11,Supermercado,Recurrente,Bogota,false
148,8284,2026-06-28,3166.17,Viajes,App movil,Medellin,false
149,6957,2026-06-23,2153.68,Gasolina,ATM,CDMX,false
150,600,2026-08-10,50.11,Supermercado,ATM,Medellin,false
151,7634,2026-07-02,1427.69,Salud,Recurrente,Puebla,false
152,6908,2026-08-19,76.94,Retail,Recurrente,CDMX,false
153,652,2026-06-27,1377.61,Salud,App movil,Bogota,false
154,5461,2026-06-28,60.03,Supermercado,Recurrente,Monterrey,false
155,870,2026-06-25,3356.13,Supermercado,ATM,Guadalajara,false
156,3994,2026-08-24,337.46,Restaurantes,Recurrente,Bogota,false
157,8727,2026-07-25,1143.31,Viajes,POS,Monterrey,false
158,6985,2026-06-21,5482.7,Servicios,App movil,Guadalajara,false
159,2539,2026-07-24,4602.46,Entretenimiento,POS,Monterrey,false
160,4492,2026-07-31,750.06,Educacion,E-commerce,CDMX,false
161,1955,2026-07-04,2718.2,Entretenimiento,App movil,Monterrey,false
162,8156,2026-08-31,291.57,Restaurantes,ATM,Bogota,false
163,3523,2026-08-11,87.55,Entretenimiento,ATM,Bogota,false
164,1507,2026-08-02,2228.33,Educacion,Recurrente,Guadalajara,false
165,3327,2026-08-08,4050.31,Gasolina,POS,Puebla,false
166,4942,2026-07-20,1950.81,Retail,POS,CDMX,false
167,8213,2026-07-08,64.5,Restaurantes,E-commerce,Medellin,false
168,5947,2026-08-29,5308.99,Retail,E-commerce,CDMX,false
169,2956,2026-06-13,1339.24,Entretenimiento,App movil,Medellin,false
170,8244,2026-08-31,271.63,Retail,Recurrente,Guadalajara,false
171,8775,2026-07-26,868.19,Servicios,E-commerce,Monterrey,false
172,4220,2026-06-22,814.0,Restaurantes,App movil,Bogota,false
173,659,2026-08-08,2752.77,Servicios,Recurrente,Puebla,false
174,117,2026-08-14,3179.1,Educacion,App movil,Bogota,false
175,2217,2026-07-13,2511.76,Restaurantes,ATM,Monterrey,false
176,3580,2026-07-12,3923.44,Gasolina,App movil,CDMX,false
177,2503,2026-08-27,1056.04,Educacion,Recurrente,Monterrey,false
178,4835,2026-09-02,1510.73,Restaurantes,ATM,Guadalajara,false
179,6603,2026-08-31,4806.58,Gasolina,E-commerce,Medellin,false
180,3346,2026-08-04,3992.26,Gasolina,App movil,Monterrey,false
181,8964,2026-09-03,5546.07,Entretenimiento,ATM,CDMX,false
182,665,2026-08-07,1370.09,Retail,POS,CDMX,false
183,3271,2026-06-07,930.29,Servicios,POS,Bogota,false
184,5053,2026-06-12,1997.91,Viajes,App movil,Puebla,false
185,6525,2026-06-09,75.87,Retail,ATM,Puebla,false
186,4706,2026-07-30,557.51,Gasolina,E-commerce,Bogota,false
187,5071,2026-07-13,2700.49,Restaurantes,E-commerce,Puebla,false
188,4264,2026-07-21,1767.84,Educacion,ATM,Medellin,false
189,6838,2026-06-06,255.57,Servicios,ATM,Medellin,false
190,5502,2026-08-16,511.59,Restaurantes,App movil,Medellin,false
191,1993,2026-07-19,1583.8,Educacion,POS,Bogota,false
192,1878,2026-07-21,3411.64,Viajes,App movil,Bogota,false
193,8436,2026-06-18,209.79,Viajes,POS,Bogota,false
194,7371,2026-07-19,77.01,Servicios,ATM,Medellin,false
195,345,2026-08-15,1718.91,Entretenimiento,ATM,Guadalajara,false
196,5898,2026-07-19,118.21,Retail,App movil,Monterrey,false
197,6754,2026-07-15,219.9,Supermercado,Recurrente,Puebla,false
198,1027,2026-06-26,777.3,Salud,POS,Guadalajara,false
199,9807,2026-08-02,877.44,Educacion,Recurrente,Puebla,false
200,6860,2026-07-25,373.38,Viajes,E-commerce,CDMX,false
201,7506,2026-08-07,1077.66,Supermercado,Recurrente,Medellin,false
202,4833,2026-07-20,1313.42,Educacion,ATM,Bogota,false
203,5699,2026-06-16,791.97,Supermercado,Recurrente,CDMX,false
204,117,2026-08-16,2301.48,Servicios,ATM,Medellin,false
205,1862,2026-07-14,67.92,Gasolina,ATM,Guadalajara,false
206,2635,2026-07-01,1084.81,Supermercado,POS,Monterrey,false
207,8813,2026-07-03,1301.16,Supermercado,App movil,CDMX,false
208,2150,2026-07-01,134.62,Salud,Recurrente,Monterrey,false
209,9287,2026-07-01,132.04,Viajes,App movil,Monterrey,false
210,7269,2026-06-17,4714.36,Educacion,E-commerce,Monterrey,false
211,8526,2026-07-17,4174.71,Gasolina,Recurrente,Bogota,true
212,2624,2026-08-21,2793.03,Servicios,E-commerce,CDMX,false
213,8752,2026-06-23,1736.88,Gasolina,E-commerce,Guadalajara,false
214,323,2026-07-12,151.34,Viajes,ATM,Medellin,false
215,626,2026-07-07,2006.79,Supermercado,POS,Monterrey,false
216,1767,2026-08-14,113.54,Entretenimiento,ATM,Bogota,false
217,2214,2026-08-19,3549.85,Viajes,POS,Monterrey,false
218,634,2026-08-16,1154.21,Retail,Recurrente,Medellin,false
219,4750,2026-07-08,319.93,Supermercado,ATM,Bogota,false
220,7485,2026-08-03,1226.17,Viajes,POS,Guadalajara,false
221,7207,2026-08-26,1537.44,Viajes,Recurrente,Guadalajara,false
222,1437,2026-07-28,449.28,Supermercado,E-commerce,Guadalajara,false
223,4322,2026-08-31,376.31,Restaurantes,Recurrente,CDMX,false
224,7115,2026-08-15,1659.58,Servicios,ATM,Monterrey,false
225,8992,2026-07-18,564.58,Retail,POS,Guadalajara,false
226,9652,2026-07-24,94.89,Servicios,POS,Bogota,false
227,5556,2026-06-25,713.72,Supermercado,ATM,Monterrey,false
228,1172,2026-07-25,3379.51,Viajes,Recurrente,Bogota,false
229,3408,2026-08-17,3913.12,Retail,ATM,Puebla,true
230,2811,2026-07-16,553.11,Gasolina,POS,Medellin,false
231,2123,2026-06-11,3692.83,Salud,App movil,Bogota,false
232,589,2026-08-24,532.05,Supermercado,E-commerce,Guadalajara,false
233,9660,2026-07-28,2476.97,Restaurantes,ATM,CDMX,false
234,8715,2026-09-03,1146.44,Viajes,E-commerce,Puebla,false
235,9243,2026-08-08,4365.73,Gasolina,Recurrente,Guadalajara,false
236,4748,2026-08-24,62.38,Restaurantes,Recurrente,CDMX,false
237,352,2026-06-25,289.31,Salud,POS,Medellin,false
238,2552,2026-07-02,95.43,Retail,Recurrente,CDMX,false
239,8260,2026-08-10,2553.98,Supermercado,E-commerce,Guadalajara,false
240,4731,2026-08-15,251.32,Restaurantes,E-commerce,Guadalajara,false
241,5448,2026-06-06,758.75,Retail,E-commerce,CDMX,false
242,4207,2026-07-17,1394.15,Servicios,POS,Puebla,false
243,5972,2026-06-10,3110.02,Salud,ATM,Monterrey,false
244,3624,2026-07-07,5034.08,Supermercado,Recurrente,Medellin,false
245,8783,2026-09-02,3567.47,Retail,POS,Guadalajara,false
246,5242,2026-06-14,3796.52,Restaurantes,App movil,Medellin,false
247,6141,2026-07-10,551.6,Educacion,Recurrente,Bogota,false
248,2129,2026-07-29,4287.52,Entretenimiento,ATM,Bogota,false
249,6868,2026-07-12,1859.81,Viajes,ATM,Medellin,false
250,840,2026-06-20,54.64,Supermercado,POS,Medellin,false
251,2013,2026-08-09,1467.27,Entretenimiento,App movil,Bogota,false
252,895,2026-06-23,5853.61,Gasolina,E-commerce,Medellin,false
253,6046,2026-07-12,403.98,Supermercado,POS,Guadalajara,true
254,4440,2026-06-16,1301.7,Viajes,POS,Guadalajara,false
255,3072,2026-07-03,3135.98,Viajes,E-commerce,Bogota,false
256,458,2026-07-18,3531.97,Retail,App movil,Guadalajara,false
257,9884,2026-06-16,325.51,Entretenimiento,POS,Medellin,false
258,3630,2026-06-23,2674.62,Salud,POS,Medellin,false
259,8655,2026-06-21,3254.34,Restaurantes,ATM,Guadalajara,false
260,6949,2026-08-10,1346.6,Supermercado,E-commerce,Medellin,false
261,77,2026-06-25,231.64,Entretenimiento,App movil,Bogota,false
262,7469,2026-06-25,415.78,Gasolina,E-commerce,Monterrey,false
263,7639,2026-07-13,5432.2,Viajes,POS,Puebla,false
264,1293,2026-08-22,1802.53,Educacion,App movil,Monterrey,false
265,5718,2026-08-04,2279.4,Retail,Recurrente,Medellin,false
266,8543,2026-06-21,575.93,Educacion,POS,CDMX,false
267,393,2026-08-20,1252.88,Entretenimiento,Recurrente,CDMX,false
268,997,2026-06-25,803.09,Retail,ATM,Medellin,false
269,4486,2026-08-24,59.34,Retail,ATM,Bogota,false
270,706,2026-07-12,597.23,Restaurantes,App movil,Medellin,false
271,9562,2026-08-26,265.46,Educacion,App movil,Bogota,false
272,4548,2026-09-03,387.94,Educacion,POS,Medellin,false
273,5530,2026-06-12,3965.21,Servicios,App movil,Medellin,false
274,8568,2026-07-10,1760.88,Retail,POS,Puebla,false
275,6753,2026-08-20,2934.62,Restaurantes,App movil,Medellin,false
276,5905,2026-06-12,812.54,Entretenimiento,App movil,Puebla,false
277,6492,2026-08-28,3585.1,Educacion,ATM,Medellin,false
278,7304,2026-08-07,1603.85,Educacion,E-commerce,Guadalajara,false
279,131,2026-08-11,291.16,Educacion,E-commerce,CDMX,false
280,5970,2026-06-22,760.75,Servicios,Recurrente,Puebla,false
281,8932,2026-06-17,3818.52,Salud,POS,Guadalajara,false
282,8053,2026-07-12,348.16,Salud,ATM,Guadalajara,false
283,169,2026-06-07,2845.74,Entretenimiento,POS,Medellin,false
284,6158,2026-06-20,1723.37,Viajes,App movil,Medellin,false
285,8936,2026-07-16,562.23,Viajes,ATM,Guadalajara,true
286,1932,2026-07-14,4856.23,Servicios,ATM,Puebla,false
287,9751,2026-08-01,3675.94,Restaurantes,POS,Puebla,false
288,8673,2026-06-28,699.39,Servicios,E-commerce,Guadalajara,false
289,8367,2026-08-30,1860.35,Servicios,Recurrente,Medellin,false
290,8201,2026-06-17,1869.22,Educacion,ATM,Puebla,false
291,6932,2026-06-17,648.25,Viajes,App movil,Monterrey,false
292,4073,2026-08-19,259.17,Retail,App movil,Guadalajara,false
293,5155,2026-06-15,1068.97,Retail,POS,Guadalajara,false
294,5445,2026-06-26,378.09,Supermercado,POS,Guadalajara,false
295,2291,2026-08-02,3337.51,Entretenimiento,ATM,CDMX,false
296,4423,2026-06-06,3339.07,Retail,ATM,Monterrey,false
297,4535,2026-07-24,363.51,Servicios,POS,Medellin,false
298,8290,2026-07-05,5818.77,Supermercado,App movil,Guadalajara,false
299,8902,2026-09-01,1251.89,Servicios,E-commerce,Puebla,false
300,7541,2026-06-16,1112.67,Entretenimiento,POS,Medellin,false
301,765,2026-06-25,683.17,Gasolina,ATM,Puebla,false
302,2527,2026-08-21,1738.21,Entretenimiento,App movil,Monterrey,false
303,3853,2026-08-06,1018.12,Servicios,Recurrente,Guadalajara,false
304,4572,2026-08-27,1968.07,Supermercado,E-commerce,Monterrey,false
305,2389,2026-08-29,1678.8,Servicios,App movil,CDMX,false
306,3698,2026-06-28,66.92,Gasolina,POS,Guadalajara,false
307,1141,2026-07-09,3457.15,Supermercado,Recurrente,Bogota,false
308,8808,2026-07-11,782.27,Viajes,E-commerce,Guadalajara,false
309,9222,2026-08-21,3297.28,Educacion,App movil,CDMX,false
310,9086,2026-06-12,2055.55,Educacion,E-commerce,CDMX,false
311,2852,2026-07-17,2054.84,Servicios,App movil,Bogota,false
312,4982,2026-09-03,1013.79,Gasolina,ATM,Puebla,false
313,7666,2026-06-10,83.68,Educacion,ATM,Guadalajara,false
314,7728,2026-07-18,482.79,Servicios,E-commerce,Puebla,false
315,3478,2026-06-12,1414.85,Salud,ATM,Monterrey,false
316,5132,2026-08-11,3278.32,Restaurantes,Recurrente,Monterrey,false
317,9348,2026-07-10,717.98,Retail,POS,Bogota,false
318,3837,2026-08-07,550.9,Supermercado,E-commerce,Monterrey,false
319,5061,2026-07-17,4464.93,Gasolina,E-commerce,Medellin,false
320,686,2026-07-09,135.34,Retail,ATM,CDMX,false
321,2886,2026-08-11,100.17,Entretenimiento,ATM,Monterrey,false
322,9144,2026-07-20,67.05,Supermercado,ATM,CDMX,false
323,2903,2026-08-18,188.58,Gasolina,Recurrente,Guadalajara,false
324,5460,2026-08-04,2187.76,Entretenimiento,E-commerce,Bogota,false
325,2135,2026-08-20,1623.14,Salud,App movil,Monterrey,false
326,4713,2026-08-10,479.4,Supermercado,E-commerce,Puebla,false
327,9147,2026-06-13,2319.73,Viajes,Recurrente,CDMX,false
328,238,2026-09-03,4764.7,Retail,Recurrente,Monterrey,false
329,4818,2026-08-30,1113.63,Retail,POS,Medellin,false
330,358,2026-07-10,3428.55,Supermercado,ATM,Guadalajara,false
331,4822,2026-06-26,52.73,Viajes,Recurrente,Bogota,false
332,3613,2026-07-31,4418.46,Entretenimiento,E-commerce,Medellin,false
333,9663,2026-06-25,1582.02,Viajes,App movil,Bogota,false
334,8663,2026-08-17,1919.35,Servicios,E-commerce,Monterrey,false
335,9744,2026-07-05,2102.75,Gasolina,App movil,Monterrey,false
336,7855,2026-07-23,4141.35,Educacion,Recurrente,CDMX,false
337,9002,2026-08-05,682.78,Viajes,App movil,CDMX,false
338,2669,2026-06-21,1170.3,Supermercado,App movil,Medellin,false
339,9833,2026-07-19,645.22,Salud,Recurrente,Puebla,false
340,7793,2026-06-16,3474.14,Servicios,ATM,CDMX,true
341,489,2026-07-01,3403.2,Restaurantes,App movil,CDMX,false
342,4982,2026-07-20,1541.09,Supermercado,E-commerce,Guadalajara,false
343,6607,2026-06-12,1377.01,Gasolina,App movil,Bogota,false
344,5779,2026-08-03,1763.67,Educacion,POS,Bogota,false
345,7858,2026-06-07,273.26,Educacion,POS,Guadalajara,false
346,293,2026-06-13,2612.85,Supermercado,E-commerce,Guadalajara,false
347,5712,2026-06-24,1365.94,Restaurantes,POS,Medellin,false
348,9094,2026-06-08,4573.53,Salud,Recurrente,Monterrey,false
349,9301,2026-07-18,185.2,Educacion,E-commerce,Monterrey,false
350,6071,2026-06-17,115.08,Retail,POS,CDMX,false
351,1660,2026-08-30,1737.96,Gasolina,ATM,Monterrey,false
352,1127,2026-07-10,3438.48,Viajes,App movil,Bogota,false
353,1863,2026-07-30,2302.0,Supermercado,E-commerce,Monterrey,false
354,9903,2026-08-13,2298.87,Servicios,POS,CDMX,false
355,5302,2026-07-08,249.75,Salud,Recurrente,Monterrey,false
356,8182,2026-08-01,1500.13,Viajes,POS,Medellin,false
357,9245,2026-07-19,2407.37,Salud,Recurrente,Puebla,false
358,5406,2026-08-22,1463.72,Entretenimiento,POS,Puebla,false
359,6156,2026-07-10,2731.34,Viajes,Recurrente,CDMX,false
360,7408,2026-07-24,1021.88,Viajes,E-commerce,Guadalajara,false
361,9987,2026-08-10,1282.92,Viajes,POS,Guadalajara,false
362,8365,2026-07-20,634.78,Salud,Recurrente,Guadalajara,false
363,7987,2026-07-16,2082.88,Educacion,POS,Puebla,false
364,1167,2026-06-16,274.98,Gasolina,E-commerce,Monterrey,false
365,7425,2026-09-02,2636.97,Retail,POS,Guadalajara,false
366,7948,2026-07-12,791.45,Restaurantes,Recurrente,Bogota,false
367,6300,2026-08-15,422.53,Restaurantes,ATM,Puebla,false
368,6439,2026-08-10,2572.08,Salud,Recurrente,CDMX,false
369,8113,2026-07-05,3453.58,Retail,App movil,Medellin,false
370,5062,2026-07-25,5454.24,Viajes,Recurrente,Guadalajara,false
371,5263,2026-06-26,3763.0,Educacion,Recurrente,Monterrey,false
372,2077,2026-07-17,853.9,Supermercado,Recurrente,Medellin,true
373,6987,2026-06-22,229.97,Servicios,App movil,Puebla,true
374,895,2026-07-15,99.28,Gasolina,Recurrente,Bogota,false
375,7031,2026-08-12,5615.93,Gasolina,POS,Medellin,false
376,6761,2026-08-02,3548.74,Restaurantes,E-commerce,CDMX,false
377,9913,2026-06-29,1333.67,Restaurantes,App movil,Monterrey,false
378,1412,2026-08-19,1289.41,Supermercado,App movil,Bogota,false
379,8379,2026-09-01,158.47,Viajes,Recurrente,Guadalajara,false
380,3099,2026-08-03,4481.47,Salud,E-commerce,Medellin,false
381,3905,2026-06-14,4030.27,Entretenimiento,App movil,Monterrey,false
382,8758,2026-08-14,1602.22,Restaurantes,E-commerce,Guadalajara,false
383,7975,2026-07-20,136.91,Viajes,Recurrente,Bogota,false
384,5952,2026-07-20,7078.61,Supermercado,E-commerce,Bogota,false
385,2298,2026-08-26,4509.93,Gasolina,ATM,Monterrey,false
386,4169,2026-06-10,3705.91,Entretenimiento,E-commerce,Bogota,false
387,5321,2026-08-25,1209.99,Viajes,App movil,CDMX,false
388,3792,2026-08-03,1796.51,Entretenimiento,E-commerce,Bogota,true
389,5746,2026-07-11,1357.41,Servicios,E-commerce,Medellin,false
390,1052,2026-06-23,372.36,Educacion,E-commerce,Guadalajara,false
391,547,2026-08-29,4672.12,Viajes,E-commerce,Guadalajara,false
392,9540,2026-08-23,3074.71,Entretenimiento,POS,Monterrey,false
393,1535,2026-08-20,3996.55,Retail,POS,CDMX,false
394,6252,2026-08-01,2461.48,Retail,App movil,Bogota,false
395,7639,2026-07-11,2232.43,Restaurantes,App movil,Puebla,false
396,5296,2026-07-17,5801.42,Restaurantes,E-commerce,Monterrey,false
397,115,2026-07-04,463.92,Retail,App movil,Puebla,false
398,3882,2026-08-19,3991.01,Entretenimiento,ATM,Medellin,false
399,8380,2026-08-23,1359.82,Gasolina,POS,Monterrey,false
400,2491,2026-07-22,2414.47,Entretenimiento,POS,Medellin,false
401,6334,2026-06-14,777.86,Viajes,ATM,Guadalajara,false
402,7919,2026-08-19,2075.19,Retail,Recurrente,Puebla,false
403,2588,2026-08-17,3341.96,Viajes,POS,CDMX,false
404,8074,2026-08-27,95.12,Supermercado,E-commerce,Bogota,false
405,2296,2026-08-06,118.73,Entretenimiento,POS,Bogota,false
